id,"IFNULL(message, description)",aspecto,polaridade
157997,"Rio Grande On Line  ALERTA :.........Noticias atualizadas da manifestação amanhã 12/02 ,  vida do polo naval em Rio Grande ........

Cidade 100 % parada , Todas as BRS 392 ,734 e estrada da Barra serão bloqueadas pelos 20 sindicatos unidos , Não haverá transporte coletivo em Rio Grande , as garagens das empresas serão bloqueadas da meia noite de hoje a meia noite de amanhã . A manifestação é as  17:00 no largo Dr.PIO , sindicato dos metalúrgicos pede a todos para irem de camisa preta ( simbolo de luto ) .

Fonte : Radio Minuano 
Postagem : Fabiano correa",governanca,0
158043,"Rio Grande On Line  :.....Também é cultura ....curte ai.....

                                               Navio Altair

Pego por uma forte tempestade, que o fez naufragar ao sul do litoral gaúcho, no inverno de 1976, o Navio Altair permanece encalhado a cerca de 12 quilômetros à direita da avenida Rio Grande, a principal do balneário, constituindo hoje em mais uma das atrações turísticas da Praia do Cassino.
Se pouco restou da imponência do Altair, abandonado pela proprietária de linhas de navegação Libra e saqueado num primeiro momento, o navio é hoje o habitat para muitas espécies. A ferrugem, nas últimas três décadas, já corroeu boa parte da estrutura do Altair, mas o limo - que se torna visível quando a maré está baixa, dando nova dimensão ao navio - é uma rica alimentação para a mais variada gama de animais marinhos.
O local é considerado excelente para a pesca e a prática de esportes náuticos, especialmente o surfe, abrigando também rica fauna marinha. A área em questão é rodeada por dunas de areia e sangradouros, onde podemos encontrar diversas aves migratórias e residentes: gaivota do manto negro, gaivota capuz de café, maçaricos, gaviões, pernaltas, etc.

Fonte : Blog do riograndino
Postagem : Fabiano correa",educacao,1
158079,"Previsão do tempo para hoje em Rio Grande 10/02..

Bom dia a todos .....agora 23 °..a previsão para hoje é Sol e muito calor pela manhã  . Pancadas de chuva à tarde e à noite. ..15 mm chuva .Índice UV: EXTREMO,Proliferação de mosquitos: MÉDIA.

TEMPERATURA 
minima 23 º máxima 34 °
VENTO PRESSÃO
13 kt NNE , 1007mb
UMIDADE LEITURA
88% 10/02/2015 06:17

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
158127,"Previsão do tempo para hoje em Rio Grande 09/02..

Bom dia a todos .....agora 22 °..a previsão para hoje  Sol com algumas nuvens. Não chove....Índice UV: EXTREMO,Proliferação de mosquitos: MÉDIA.

TEMPERATURA 
minima 22 º máxima 29 °
VENTO PRESSÃO
17 kt NE , 1011 mb
UMIDADE LEITURA
94% 09/02/2015 06:15

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
158129,"Rio Grande On Line ALERTA :....Desligamento de energia elétrica para esse final de semana nos seguintes bairros e horários ...07/02 e 08/02 ....

07/02/2015 - sábado - Rio Grande
13:00 até às 19:00
Código PES 378/2015
Munícipio Rio Grande
Bairros Atingidos Centro
Ruas Atingidas Av. Silva Paes, 137 ao 194. Prc. Sete de Setembro, 186 ao 194. Rua Andrades Neves, 213 ao 511. Rua Antonio Campos Assumpção, 410 ao 442. Rua Barão de Cotegipe, 51 ao 290. Rua Conde de Porto Alegre, 113 ao 189. Rua Cel. Sampaio, 355 ao 412. Rua Dr. Napoleão Laureano, 625 ao 510. Rua Dr. Nascimento, 17 ao 294. Rua Francisco Marques, 291 ao 484. Rua Gen. Camara, 74 ao 286. Rua Gen. Vitorino ,66 ao 279. Rua João Alfredo, 215 ao 267. Rua Mário Werneck, 2 ao 8. Rua Ewerton Medeiros, 274 ao 290. Rua Salgado Filho, 46 ao 250. Rua Trindade, 351 ao 446. Rua Vice Alm. Abreu, 102 ao 289. Rua Zalony, 385 ao 438. Trv. Giordano Bruno, 103 ao 139.
Motivo SUBSTITUIÇÃO DE POSTE(S)
Local dos serviços RUA GEN. VITORINO
Consumidores atingidos 1310
Os serviços serão realizados somente com tempo bom.

08/02/2015 - domingo - Rio Grande
13:00 até às 07:00
Código PES 382/2015
Munícipio Rio Grande
Bairros Atingidos Centro
Ruas Atingidas Av. Silva Paes, 196 ao 448. Prc. Dr. Pio, 121 ao 147. Prc. Sete de Setembro, 156 ao 184. Rua Andradas, 57 ao 233. Rua Andrades Neves, 159 ao 189. Rua Conde de Porto Alegre, 246 ao 418. Rua Pinto Lima, 40 ao 64. Rua Eduardo Ernesto, 62 ao 72. Rua Fernando Duprat, 33 ao 142. Rua Dr. Napoleão Laureano, 101 ao 276. Rua Duque de Caxias, 55 ao 285. Rua Francisco Marques, 91 ao 110. Rua Gen. Bacelar, 94 ao 444. Rua Gen. Camara, 203 ao 285. Rua Gen. Netto, 54 ao 75. Rua Luiz Lorea, 197 ao 441. Rua Marechal Floriano Peixoto, 52 ao 516. Rua República do Líbano, 103 ao 368. Rua Riachuelo, 133 ao 201. Rua Zalony, 59 ao 237.
Motivo SUBSTITUIÇÃO DE POSTE(S)
Local dos serviços RUA SILVA PAES
Consumidores atingidos 1831
Os serviços serão realizados somente com tempo bom.

08/02/2015 - domingo - Rio Grande
07:30 até às 12:30
Código PES 281/2015
Munícipio Rio Grande
Bairros Atingidos Centro
Ruas Atingidas Rua Barão de Cotegipe, 579 ao 697. Rua Dr. Nascimento, 586 ao 663. Rua Gen. Canabarro, 375 ao 495.
Motivo SUBSTITUIÇÃO DE POSTE(S)
Local dos serviços RUA BARÃO DE COTEGIPE
Consumidores atingidos 95
Os serviços serão realizados somente com tempo bom.

Fonte : Ceee.com.br
Postagem : Fabiano correa",energia,1
158304,"Governo altera leis trabalhistas ...

No fim do ano, 30 de dezembro de 2014, a Presidente promulgou as Medidas Provisórias 664/2014 e 665/2014 que alteraram, de forma significativa, alguns benefícios trabalhistas e previdenciários, especialmente em relação ao Seguro Desemprego, Auxílio Doença e Pensão por Morte.

Vejamos:

SEGURO DESEMPREGO:

Para receber o Seguro Desemprego, o trabalhador deveria ter uma carência mínima de 6 meses. Isto é, após 6 meses de emprego, com registro em carteira, caso fosse dispensado sem justa causa, o trabalhador receberia o benefício com determinado valor, calculado sobre os últimos salários.

Com a Medida Provisória editada pela Presidente, a carência passou para 18 meses, na primeira solicitação do benefício, 12 meses na segunda e, por fim, 6 meses na terceira solicitação.

AUXÍLIO-DOENÇA:

O auxílio-doença consistia no pagamento de 91% do salário do segurado, observado o teto salarial do INSS. Além disso, a empresa arcava com o pagamento do respectivo valor durante 15 dias. Após este prazo, o valor era custeado pelo INSS.

Agora, o valor pago é a média das 12 últimas contribuições do segurado e, ao invés de 15 dias, as empresas passam a custear o pagamento durante 30 dias antes do INSS.

PENSÃO POR MORTE:

Por fim, o tema mais controverso foi a alteração do benefício da pensão por morte. A partir de agora, a concessão da pensão por morte deverá obedecer aos seguintes requisitos:

a) o segurado deverá ter contribuído, no mínimo, durante 24 meses para a Previdência Social;

b) o cônjuge, beneficiário da pensão por morte, deverá comprovar que, à época do falecimento do segurado, possuía 2 anos de casamento ou união estável, sendo que o valor pago será de 50% do benefício, enquanto antes era de 100%. Caso existam outros dependentes, filhos, por exemplo, adiciona-se 10% por cada dependente, até o limite de 100%.

Por fim, a última mudança em relação à pensão por morte, é o tempo de cálculo do pagamento do benefício, estimado pela expectativa de sobrevida do cônjuge, conforme tabela abaixo.

As mudanças realizadas pela Presidente, por certo, eram necessárias e irão gerar economia de R$ 18 bilhões aos cofres públicos, segundo estimativas do Governo Federal. Entretanto, é irônico que tal medida tenha sido adotada por ela, visto que durante toda a campanha eleitoral deste ano, disse que se o outro candidato fosse eleito, todos os benefícios seriam encerrados.

Fonte :informativotrabalhista.com",governanca,-1
158397,"Rio Grande on line :.....Acidentes não param em Rio Grande.......

Acidente com caminhão  do lixo hoje pela manhã na Br em uma entrada para o bairro Santa Rosa. Felizmente apenas danos materiais .

Fonte : Dppa",mobilidade,-1
158403,"Rio Grande on line :......Violento as últimas horas em Rio Grande....29/01...

* Na manhã desta quarta feira as 5 h ocorreu um acidente entre dois veículos em frente   a Yara Brasil na barra , dois funcionários da empresa foram ajudar a sinalizar quando um outro veiculo em alta velocidade atropelou os dois matando na hora o vigilante Gelton Amarante Mendonça de Aguiar de 42 anos e ferindo gravemente o outro .Fugindo do local =sem prestar socorro com a ajuda de uma motorista .A policia fez buscas e prendeu o assassino Rafael Gomes Silva de de 28 anos na santa casa a noite após ser medicado por amnésia temporária .No veículo foram encontradas cervejas e gelo ;
* Na rua 5 da cidade de Agueda foi preso um menor de 17 anos em  uma moto roubada ;
* Detento da Perg rompe grade de cela e escala paredão em tentativa de fuga na madrugada de ontem , acabou visto e recapturado  ;
* Rapaz foi assaltado em frente ao guanabara do Cassino na noite de ontem ;
* Lixo toma conta da cidade , 4 dias sem recolhimento .Empresa responsável diz normalizar recolhimento nos próximos dias ;
* Trabalhador do polo naval foi assaltado no Parque coelho ao descer do ônibus da empresa ;
* Acidente grave no final da tarde de ontem na Rua Riachuelo entre carro / moto , motociclista teve fratura exposta em uma das pernas ;
* Traficante foragido preso na avenida atlântica no Cassino na noite de ontem ;
* Motociclista embriagado preso no Norte com placas falsas ;
* GREVE dos correios hoje e amanhã em Rio Grande ;
* Dois homens foram presos na tarde de ontem na Henrique Pancada , em cumprimento de mandado por homicídio ;
* No Norte plantão relativamente calmo .

Fonte : DPPA 
Postagem : Fabiano correa",seguranca,0
158466,"CÂMERAS DE VIDEOMONITORAMENTO SÃO INSTALADAS PELA PRIMEIRA VEZ NO CASSINO

O prefeito, Alexandre Lindenmeyer e também Coordenador do Gabinete de Gestão Integrada GGI-M pensando na segurança e no bem estar da comunidade e visando coordenar e harmonizar as ações e programas de Segurança Pública e Social, assim como na tentativa de eliminar situações de risco social tendentes a proporcionar o surgimento de focos de criminalidade e marginalização, foram instaladas, pela primeira vez na História do Cassino, 18 câmeras de Videomonitoramento que estão distribuídas pela Avenida Rio Grande, nas proximidades da praia e em outros pontos, com o objetivo de eliminar a violência e a criminalidade.

Conforme informações do Superintendente do GGI-M, Daniel Nascimento, a sala de Videomonitoramento foi instalada na Brigada Militar, no Balneário Cassino, e será monitorada pelos servidores que ali atuam. De acordo com Nascimento, a intenção é que as mesmas continuem funcionando o ano todo.

O prefeito Alexandre Lindenmeyer relatou que esta é uma das prioridades da atual administração, já que o seu objetivo é proporcionar a comunidade mais segurança. Ainda, o mesmo afirma que está extremamente feliz, pois em todo o transcorrer de sua história política é a primeira vez que o Balneário do Cassino recebe tamanha valorização, principalmente porque se está pensando em toda a comunidade.

Além disso, Lindenmeyer informa que devido à importância das ações em prol da segurança pública em Rio Grande e arredores, serão instalados dois novos Núcleos de Polícia Comunitária, estes ficarão na zona rural, no Povo Novo e na Vila da Quinta.

EM TEMPO...

O Município do Rio Grande atualmente conta com 14 Núcleos de Polícia Comunitária, uma Patrulha Maria da Penha, uma sala de Controle e Comando na cidade, que conta com 38 câmeras de Videomonitoramento instaladas em pontos estratégicos do Município, que tem como objetivo coibir a violência e a criminalidade.

Fonte : Site prefeitura Rio Grande /  Raquel Carlucho",governanca,0
158506,"Rio Grande on line 26/01 :...Final de semana em Rio Grande e Norte ....

* Infelizmente foi registrado na manhã desse sábado mais um acidente com morte , capotamento com veiculo com 5 pessoas que vinha de Santa Vitória do Palmar .Um militar perdeu a vida e os outros se feriram gravemente ;
* Agora  a pouco por volta das 5 da manhã uma lixeira foi incendiada na Socowisk na entrada de cibrázem  ;
* Atropelamento na noite de ontem por volta das 22:00 na socowisk . Homem foi atropelado por uma moto ;
* Mulher foi assaltada na tarde deste domingo na Buarque de macedo por dois menores em uma moto ;
* Caminhão de bombeiro cai em buraco feito pela corsan na noite de ontem no Parque Marinha ;
* Reboque de carro roubado no final da tarde de sexta do interior do estacionamento do guanabara da ósorio ;
* Registrados muitos veículos atolados na beira da praia pela areia fofa , até um caminhão Bi trem na barra ;
* Senhor foi assaltado no interior da praça tamandaré na sexta a tarde ....Sr. De iniciais J.F.S, 64 anos, que tem problemas de locomoção. Após ser reconhecido o assaltante confessou o nome Leandro Alves, 30 anos foragido do presídio de Pelotas desde de fevereiro de 2014, onde já cumpriu 9 anos de cadeia. A vítima passa bem e o assaltante voltou para o presídio ;
* Motorista perde controle de veiculo e colide em parada de ônibus de concreto na BR ,próximo ao Parque marinha na  tarde de sexta ;
* No Norte , plantão calmo.

Fonte : DPPA 
Postagem : Fabiano correa",mobilidade,-1
158507,"Estágio atual do polo naval....

Metalúrgicos repudiam abandono de módulos em Charqueadas

Enquanto existem em Rio Grande e região cerca de sete mil trabalhadores desempregados no setor naval, a Petrobras decide paralisar a construção de módulos para plataformas de petróleo em Charqueadas, no Rio Grande do Sul, para que eles sejam licitados no exterior.
A informação é do presidente do Sindicato dos Metalúrgicos do Rio Grande, Benito Gonçalves, que repudia a decisão da estatal, uma vez que essas encomendas poderiam ser atendidas nos estaleiros de Rio Grande eu São José do Norte.
Poderiam ser construídos aqui
""Trata-se de um crime contra o dinheiro público. Além do não aproveitamento de nossa mão de obra qualificada que está disponível, causará mais um prejuízo ao país que, em meio à crise financeira, abandonará milhões em materiais e módulos em processo avançado de construção em Charqueadas, que virará sucata"", lamentou o sindicalista, que acrescentou: ""Temos esperança que a Promotoria Pública investigue esse caso, pois em reunião na Petrobras nosso sindicato já havia sugerido que os módulos de Charqueadas fossem repassados para Rio Grande e São José do Norte, que possuem hoje milhares de trabalhadores qualificados desempregados"".
Reunião com empresários dos estaleiros
A manifestação do presidente do STIMMMERG aconteceu na tarde desta sexta-feira, 23, durante reunião na sede do sindicato com representantes dos estaleiros e de empresas do Polo Naval, como Ecovix, QGI, EBR e RVT.
No encontro com os empresários, Benito Gonçalves fez questionamentos sobre as demissões que vem ocorrendo no setor, a demora no início das obras do QGI e também sobre o futuro do estaleiro em São José do Norte, já que ele possui apenas o contrato de construção dos módulos da plataforma P-74, que está sendo construída no Rio de Janeiro.
""Além dos módulos, o EBR não possui mais nenhuma encomenda da Petrobras e isso preocupa o sindicato, uma vez que a presidente Maria das Graças Foster disse que as empresas envolvidas na Operação Lava-Jato não licitarão mais projetos"", observou o sindicalista, que comentou: ""O que temos de realidade são a construção dos projetos da Ecovix, mais a P-75 e a P-77 pelo grupo QGI, que não iniciou a construção por causa da falta de repasse dos recursos por parte da Petrobras"".
Ato em defesa do Polo Naval
No final da reunião com os representantes dos estaleiros e terceirizadas, o presidente Benito Gonçalves disse que o sindicato continua fazendo contatos para a realização de um grande ato público em defesa do Polo Naval em Rio Grande. A data da mobilização será definida nos próximos dias, adianta o presidente do STIMMMERG.

Rio Grande 23 de janeiro de 2015.
Fonte : Matéria feita pela assessoria de Ique de la Rocha.",economia,-1
158671,"Previsão do tempo para hoje em Rio Grande 

Bom dia .....agora sol com poucas nuvens....friozinho  , 22 °..a previsão para hoje é  .Sol, com pancadas de chuva de manhã e muitas nuvens à tarde. À noite, tempo firme...5 mm. Alerta de Índice UV: MODERADO e de Nível de proliferação de mosquitos : MÉDIA .

TEMPERATURA 
minima 21º   máxima 26 º
VENTO PRESSÃO
25 kt SE 1016 mb
UMIDADE LEITURA
66 % 21/01/2015 07:17

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
158686,"Inovação de empreendedorismo ......

Praça Rio Grande Shopping implementa linha de ônibus climatizada e gratuita do Cassino para o shopping

A partir desta terça-feira (20) haverá uma linha de ônibus gratuita entre o balneário Cassino e o Praça Rio Grande Shopping. O ônibus que conduzirá os passageiros é climatizado e estará disponível no Cassino, diariamente, até o dia 13 de fevereiro em dois pontos: um na avenida Atlântica, ao lado da SAC, e outro na rua Lisboa esquina com avenida Osvaldo Cruz. 
Do Cassino, o ônibus sairá em dois horários: às 15h e às 19h, e fará dois retornos saindo do shopping, às 18h30min e às 23h. As vagas serão limitadas a 48 passageiros por trecho.

Fonte : Praça Rio Grande Shopping",mobilidade,1
158711,"Previsão do tempo para hoje em Rio Grande 

Bom dia .....agora  nublado e bem carregado  , 22 °..a previsão para hoje é Sol chuvoso dia  e a noite ...13 mm. Alerta de Índice UV: ALTA e de Nível de proliferação de mosquitos : MÉDIA .

TEMPERATURA 
minima 22 º              máxima 29 º
VENTO PRESSÃO
3 kt S 1012 mb
UMIDADE LEITURA
87 % 20/01/2015 07:17

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
158720,"Manifestação a nível nacional nos próximos dias ......",economia,0
158775,"Alerta de desligamento de energia elétrica hoje   nos bairros...

16/01/2015 - sexta-feira - Rio Grande
14:30 até às 18:30
Código PES 12879/2014
Munícipo Rio Grande
Bairros Atingidos PARQUE SÃO PEDRO
Ruas Atingidas RUA JOAO FERNANDES CARDOSO, 100 AO 248
Motivo EXTENSÃO DE REDE
Local dos serviços D(EDI SAN MARTIN) ESQUINA RUA JOÃO FERNANDES CARDOSO
Consumidores atingidos 70
Os serviços serão realizados somente com tempo bom.

Fonte : Ceee.com.br
Postagem : Fabiano correa",energia,-1
158806,"PREFEITURA  INICIA REMOÇÃO E RECONSTRUÇÃO DE TRAPICHE

Na manhã desta quarta-feira (14), o Executivo Municipal através da Secretaria de Município da Pesca (SMP) e da Secretaria de Município de Controle e Serviços Urbanos (SMCSU) iniciou o processo de remoção e reconstrução do trapiche localizado na Rua Alberto de Oliveira na Vila São Miguel.  

O processo de recolhimento de entulhos e remoção de material sem condição de uso no local foi iniciado nesta manhã pelos servidores da Rio Grande Ambiental e da Secretaria de Município de Controle e Serviços Urbanos (SMCSU). É válido salientar que este é o terceiro trapiche que esta sendo revitalizado pelo Executivo Municipal, sendo que os outros estão presentes nas ruas: Saturnino de Brito e Rodrigo Duarte, ambos localizados no bairro Vila São Miguel. 

Com a finalização deste procedimento, a empresa Maria de Lourdes J. da Silva irá realizar o processo de construção do novo trapiche, respeitando as coordenadas propostas pelo mesmo e respeitando o processo que própria natureza realizará nos buracos, que seria a cura destes, na qual dura em média 10 dias para se concretizar.

Finalizado os procedimentos um dos desafios propostos será a própria conscientização da população, a fim de não desrespeitar o meio ambiente, não jogar lixo na natureza e assim manter o que será mais uma ação do Executivo para atender as demandas dos pescadores do Município do Rio Grande.

Na ocasião os pescadores que se fizeram presentes tiveram a chance de serem beneficiados com a oportunidade de adquirirem parte do material que esta sendo retirado, para isso bastando apenas seus dados, tais como: o número de sua carteira de identidade e sua assinatura.

De acordo com o secretário da Secretaria de Município da Pesca, Ederson da Silva “a relevância desta ação se fundamenta no atendimento de uma antiga reinvindicação da população e a sua importância se da também pelo papel que o trapiche desempenha no trabalho dos pescadores, sendo que este é essencial para a embarcação de petrechos, o desembarque de redes entre ouras funções”.

Texto : Manuela Soares
Fonte : riogrande.rs.gov.br",governanca,0
158952,"ALERTA de desligamento de energia elétrica para essa Segunda feira dia 12/01.....

12/01/2015 - segunda-feira - Rio Grande
13:30 até às 18:30
Código PES 12755/2014
Munícipo Rio Grande
Bairros Atingidos VILA DA QUINTA
Ruas Atingidas EST BR 392, KM 27 AO KM 27; RUA DR JOAO MOREIRA, 600 AO 782; RUA DR JOAO MOREIRA, 609 AO 811;RUA J STO ANTONIO, 596 AO 840; RUA VINTE NOVE SANTO ANTONIO, 44 AO 896; TRV CINCO SANTO ANTONIO, 9 AO 42; TRV DOIS SANTO ANTONIO, 22 AO 44; TRV OITO SANTO ANTONIO, 53 AO 57; TRV QUATRO SANTO ANTONIO, 12 AO 39; TRV SEIS SANTO ANTONIO, 1 AO 628; TRV SETE SANTO ANTONIO, 30 AO 80; TRV TRES SANTO ANTONIO, 24 AO 41; TRV UM SANTO ANTONIO, 836 AO 842
Motivo RECONDUTORAMENTO DE REDE
Local dos serviços TRV VINTE E NOVE SANTO ANTONIO - QUINTA
Consumidores atingidos 225
Os serviços serão realizados somente com tempo bom.

Fonte : Ceee.com.br 
Postagem : Fabiano correa",energia,-1
158974,"Bom dia a todos ..... hoje vai ter de tudo , sol ,chuva fraca a tarde e temporal a noite com muita chuva... 40 mm ....agora sol ,24 ° C ...a previsão para hoje é Sol com aumento de nuvens e pancadas de chuva à tarde. Chuva forte à noite, com trovoada. Alerta de Índice UV: Extremo e de Nível de proliferação de mosquitos : ALTA .

TEMPERATURA 
minima 22 º       máxima 30 º
VENTO PRESSÃO
14 kt  WNW 1010.0 mb
UMIDADE LEITURA
86 % 09/01/2015 09:15

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
159135,"Acidentes não param em Rio grande.......ciclista fica gravemente ferido no centro ......

Um ciclista trafegava seu veiculo na General Neto por volta das 13:30 hs quando foi fechado por um veiculo onde acabou caindo na via e se ferindo gravemente na cabeça .A demora de 20 minutos do socorro , a vitima gritando  de dor e a frieza dos motoristas que passavam sem ao menos diminuir a velocidade revoltou populares que deram o primeiro socorro e isolamento do local .

Fonte : Dppa",mobilidade,-1
159177,"Acidentes não param :....Acidente com duas mortes sexta ........

Acidente entre carro / moto por volta das 12:20 hs  na Primeiro de Maio Próximo a Forte Santana sentido centro/bairro  ,Deixou  duas vitima fatais o condutor   Jeferson Gorin dos Santos, de 26 anos e o   passageiro da moto, Tiago Luis dos Santos Silveira, de 28 anos,. Com o choque o condutor  não resistiu e faleceu no local e o passageiro entrou em óbito no caminho do hospital.Força aos familiares e alerta a população Riograndina , dirija devagar na defensiva e se for dirigir não beba .

Fonte : Dppa",mobilidade,-1
159198,"Boa tarde  a todos .....agora calor e pouco vento ..25 °.A previsão para hoje é de Sol  com algumas nuvens. Não chove. .Índice UV: Alto , Proliferação de mosquitos: MÉDIA .

TEMPERATURA 
Minima de 18 º Máxima 28 º
VENTO PRESSÃO
12 kt ENE 1010 mb
UMIDADE LEITURA
56 % 19/12/2014 12:02

Fonte : Clima tempo
Postagem : Fabiano correa",meioAmbiente,0
159270,"LANÇAMENTO DO BGV NA PAZ OCORREU NESTE DOMINGO (14)

O prefeito, Alexandre Lindenmeyer, acompanhado pela sua equipe de secretariado realizou neste domingo (14) o lançamento do Bairro Getúlio Vargas (BGV) na Paz. O evento faz parte da programação do Circuito de Natal-Prefeitura Municipal do Rio Grande. O RS Na Paz é um conjunto de políticas públicas baseadas no diálogo entre as ações sociais e policiais, para a redução dos índices de violências, criminalidade e de vulnerabilidade das pessoas.O  objetivo deste é a redução do número de homicídios. Assim, tendo em vista a segurança da população rio-grandina, o Executivo através do Gabinete de Gestão Integrada (GGI-m), está desde o início de 2014 implantando o projeto no Município.

De acordo com o prefeito o BGV NA PAZ significa políticas mais efetivas junto à comunidade. Assim, o projeto proporcionará cinco equipes de Estratégia de Saúde da Família, que já estão atuando no Bairro, também o centro de Assistência Social, que está sendo construído no BGV. Ainda de acordo com o chefe do Executivo, investimentos para a qualificação da localidade no que tange a iluminação pública  - referente a problemas históricos como a pavimentação da Dom Pedro II e questões referentes a drenagem do Bairro - estão dentro do projeto para serem solucionadas. “Nós estamos dentro dessa política de solução da mesma forma na área da educação. Estamos trabalhando com a busca de conseguirmos junto ao governo do Estado a doação do prédio do Alcides Barcelos para que tenhamos uma escola de educação infantil no Bairro” completa Alexandre. Também destaca as ações na área da cultura e do Esporte, que visam a oportunizar a juventude espaço, serão pontos estratégicos para o BGV NA PAZ.  

O Circuito de Natal no BGV  contou com atividades como Arena Musical, com show de hip hop e talentos do bairro. Também proporcionou o Espaço Grafitagem, Arena Serviços e Arena Diversão, espaço para o público infantil, ações com o objetivo de agregar e unir a comunidade em prol de melhorias que serão implantadas no BGV a partir de então.

O Circuito de Natal conta com outras diversas atividades, como o passe livre no dia 25 de dezembro, onde os cidadãos poderão usar o transporte público de forma gratuita. É importante lembrar que a isenção da tarifa passa a contar da zero hora do dia previsto para o benefício, encerrando-se às 24h do mesmo dia.

Confira a programação para o Circuito de Natal – Prefeitura Municipal do Rio Grande:

17/12 - Desperte seu Espírito Natalino

Horário: 21h

Local: Igreja Sagrada Família - Cassino

Atração: Espetáculo de Artes Integradas

18/12 - Concerto com a Banda Marcial França Pinto

Horário: 21h

Local: Av. Rio Grande esquina com rua Paulino Modernel - Cassino

19/12 - Natal na Praça

Horário: 18h

Local: Praça Tamandaré

19/12 - Concerto de Natal com a Orquestra de Teutônia

Horário: 21h

Local: Av. Rio Grande esquina com rua Paulino Modernel - Cassino

20/12 - Rio Grande Luzes e Cantos

Horário: 21h

Local: Praça Xavier Ferreira

Atração: Espetáculo de Artes Integradas

21/12 - Evento Artístico com Queima de Fogos

Horário: 21h

Local: Av. Rio Grande esquina com rua Paulino Modernel - Cassino

22/12 - Encantos do Natal

Peça teatral Lua de Natal - Grupo Era Uma Vez

Horário: 21h

Local: Av. Rio Grande esquina com rua Paulino Modernel - Cassino

Peça: Papai Noel em Apuros - Cia de Tchêatro Xebedêu -

Horário - às 15h

Local: CRAS Cidade de Águeda

     23/12 - Encantos do Natal

Espetáculo Olé - Grupo Baila Cassino

Horário: 21h

Local: Praça Xavier Ferreira

Peça: Papai Noel em Apuros - Cia de Tchêatro Xebedêu -

Horário - às 15h

Local: CRAS Hidráulica

 
Fonte : www.riogrande.rs.gov.br
Texto e fotos : Mirela Pinho",governanca,0
159315,"Alerta de desligamento de energia elétrica para esse domingo nos bairros....

14/12/2014 - domingo - Rio Grande
07:00 até às 13:00
Código PES 12139/2014
Munícipo Rio Grande
Bairros Atingidos CENTRO
Ruas Atingidas RUA AQUIDABAN, 601 AO 605; RUA CARLOS GOMES, 551 AO 638; RUA DEZENOVE DE FEVEREIRO, 550 AO 599; RUA DOUTOR NASCIMENTO, 451 AO 584; RUA GENERAL CANABARRO, 301 AO 401; RUA GENERAL NETTO, 281 AO 422; RUA GENERAL VITORINO, 444 AO 624; RUA GOMES FREIRE, 581 AO 595; RUA VINTE QUATRO DE MAIO, 182 AO 376; RUA VINTE QUATRO DE MAIO, 197 AO 401; RUA VISCONDE DE PARANAGUA, 103 AO 342
Motivo RECONDUTORAMENTO DE REDE, SUBSTITUIÇÃO DE POSTE(S)
Local dos serviços GENERAL VITORINO
Consumidores atingidos 584
Os serviços serão realizados somente com tempo bom.

14/12/2014 - domingo - Rio Grande
08:30 até às 11:30
Código PES 12206/2014
Munícipo Rio Grande
Bairros Atingidos CENTRO
Ruas Atingidas RUA GENERAL NETTO, 555 AO 592
Motivo EXTENSÃO DE REDE
Local dos serviços GENERAL NETO
Consumidores atingidos 41
Os serviços serão realizados somente com tempo bom.

15/12/2014 - segunda-feira - Rio Grande
08:30 até às 13:30
Código PES 10397/2014
Munícipo Rio Grande
Bairros Atingidos GETULIO VARGAS
Ruas Atingidas BEC MONTEIRO LOBATO, 271 AO 302; RUA ADAO DOS SANTOS VAZ, 238 AO 273; RUA UMBERTO IBRAHIM DE FARIAS -ANT RUA UM TRILHOS, 231 AO 331
Motivo RECONDUTORAMENTO DE REDE, SUBSTITUIÇÃO DE POSTE(S)
Local dos serviços TRV MONTEIRO LOBATO, RUA EDGAR FONTOURA E RUA UM TRILHOS
Consumidores atingidos 110
Os serviços serão realizados somente com tempo bom.

Fonte : Ceee.com.br",energia,0
